person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_income_log
26.0,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,12.100717685412471
25.0,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,12.100717685412471
23.0,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,9.61587214452889
23.0,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,11.264476926102367
25.0,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,11.101960259016467
23.0,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,11.407576060361786
24.0,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,11.277215789596893
24.0,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,11.427378469795439
25.0,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,11.429554725537322
24.0,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,11.429554725537322
23.0,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,11.446796346169297
23.0,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,9.61587214452889
23.0,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,11.164091131524941
25.0,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,11.336200219573199
26.0,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,12.07254696717504
25.0,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,12.07254696717504
22.0,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,12.07254696717504
23.0,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,12.07254696717504
23.0,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,9.61587214452889
23.0,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,9.61587214452889
22.0,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,11.385103457032141
25.0,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,11.222586532857163
25.0,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,11.385103457032141
25.0,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,9.61587214452889
26.0,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,11.385103457032141
25.0,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,11.51293546492023
23.0,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,9.61587214452889
24.0,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,11.536651757164861
24.0,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,11.429554725537322
23.0,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,11.440365524765756
22.0,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,12.07254696717504
23.0,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,12.07254696717504
25.0,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,12.07087701168129
25.0,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,12.066816325306588
26.0,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,12.066816325306588
25.0,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,11.995357787034976
26.0,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,12.063748423317918
21.0,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,9.61587214452889
25.0,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,11.472113887062386
21.0,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,9.623839785112668
24.0,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,11.491793754834617
26.0,110000,RENT,3.0,PERSONAL,C,25000,10.99,0,0.23,Y,2,11.608244735642321
23.0,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,9.629379600111465
25.0,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,11.980432229642377
24.0,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,12.052344376474922
25.0,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,12.043583127364586
24.0,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,11.970381957078013
26.0,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,12.04355959836804
24.0,83300,RENT,0.0,MEDICAL,D,25000,10.99,1,0.26,N,2,11.330215832884798
24.0,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,11.608244735642321
22.0,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,9.639587108749145
25.0,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,11.807838828499989
25.0,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,12.04355959836804
22.0,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,11.51871865201099
25.0,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,11.635151947212842
24.0,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,11.695255355062795
25.0,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,11.695255355062795
23.0,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,11.695255355062795
24.0,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,11.427378469795439
21.0,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,9.65509029374725
26.0,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,11.58989576532275
26.0,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,11.775266652248366
23.0,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,11.775297421715827
23.0,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,11.775297421715827
25.0,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,12.04355959836804
26.0,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,12.04355959836804
22.0,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,12.037659911047468
26.0,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,12.036179534643145
23.0,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,12.035290255730404
24.0,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,12.03343801856575
25.0,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,12.031725210748633
24.0,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,11.80036500801413
24.0,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,9.65509029374725
24.0,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,11.80560254159177
25.0,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,11.80560254159177
25.0,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,9.65509029374725
25.0,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,11.813037464800539
26.0,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,11.817914405842503
25.0,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,11.884495917930655
23.0,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,11.918397239722838
23.0,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,12.013706813470414
22.0,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,11.938199736300925
24.0,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,12.013706813470414
25.0,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,12.013706813470414
21.0,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,12.013706813470414
23.0,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,9.680406499268875
23.0,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,9.680406499268875
23.0,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,9.680406499268875
23.0,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,11.904974309480183
23.0,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,9.680406499268875
24.0,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,9.681655640646714
22.0,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3,9.686263943732909
25.0,175000,RENT,2.0,PERSONAL,A,25000,8.9,0,0.14,N,2,12.07254696717504
22.0,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3,9.692828247710418
24.0,185000,RENT,7.0,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,12.128116509451258
25.0,162000,RENT,9.0,PERSONAL,C,25000,11.03,0,0.15,N,2,11.995357787034976
26.0,161000,RENT,10.0,VENTURE,A,30000,7.9,0,0.19,N,4,11.989165855127435
22.0,160000,MORTGAGE,0.0,MEDICAL,B,35000,10.65,0,0.22,N,4,11.982935344196433
25.0,225000,RENT,5.0,VENTURE,B,25000,11.86,0,0.11,N,4,12.323860125621126
25.0,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4,9.70509758756311
23.0,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4,9.711176264112805
25.0,49500,RENT,6.0,PERSONAL,C,24750,14.22,1,0.5,N,3,10.809748150372926
23.0,60000,RENT,4.0,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,11.002116507732017
24.0,84200,RENT,8.0,MEDICAL,C,24500,13.85,0,0.29,N,4,11.340962076644454
22.0,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2,9.729193687429403
24.0,92000,RENT,8.0,MEDICAL,B,24500,11.46,0,0.27,N,4,11.429554725537322
23.0,160000,MORTGAGE,5.0,PERSONAL,A,35000,7.66,0,0.22,N,2,11.982935344196433
24.0,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4,11.982935344196433
25.0,160000,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4,11.982935344196433
26.0,160000,RENT,6.0,PERSONAL,C,25000,12.23,0,0.16,Y,4,11.982935344196433
25.0,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4,11.74245657234248
25.0,54000,RENT,2.0,PERSONAL,C,24250,13.98,1,0.45,N,4,10.896757843893464
23.0,62500,RENT,1.0,EDUCATION,B,24250,10.62,1,0.39,N,4,11.042937835596494
24.0,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,10.99,1,0.23,N,3,9.729193687429403
25.0,68400,RENT,9.0,PERSONAL,E,24250,17.56,1,0.35,N,4,11.133142723386813
26.0,56045,RENT,1.0,MEDICAL,D,24250,14.96,1,0.37,N,2,10.933928061100904
22.0,74000,RENT,7.0,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,11.211833885608513
24.0,65453,RENT,9.0,MEDICAL,D,24250,15.7,1,0.31,N,2,11.089102884825811
24.0,89908,RENT,1.0,VENTURE,B,24250,12.53,0,0.27,N,3,11.406553326683621
26.0,78000,RENT,0.0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,11.264476926102367
23.0,100000,RENT,0.0,PERSONAL,C,24250,12.87,0,0.24,Y,2,11.51293546492023
23.0,103000,RENT,6.0,PERSONAL,D,24250,15.7,0,0.24,N,2,11.542493975902508
25.0,160000,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3,11.982935344196433
25.0,160000,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4,11.982935344196433
24.0,160000,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3,11.982935344196433
23.0,160000,MORTGAGE,2.0,EDUCATION,D,25000,15.65,0,0.16,Y,2,11.982935344196433
26.0,160000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4,11.982935344196433
21.0,160000,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4,11.982935344196433
25.0,160000,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2,11.982935344196433
22.0,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,9.729193687429403
25.0,111996,RENT,9.0,PERSONAL,D,24250,10.99,0,0.22,N,3,11.626227364204203
21.0,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4,9.729193687429403
25.0,115200,RENT,0.0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,11.654433707761807
23.0,144000,RENT,0.0,EDUCATION,B,24250,11.83,0,0.17,N,3,11.87757552297847
23.0,287000,RENT,3.0,EDUCATION,B,24250,12.53,0,0.08,N,3,12.567240979056246
22.0,108000,RENT,1.0,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,11.58989576532275
22.0,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,10.668978650219241
23.0,47004,RENT,1.0,VENTURE,B,24000,11.58,1,0.51,N,4,10.75800925801265
24.0,48000,RENT,4.0,VENTURE,D,24000,16.29,1,0.5,Y,2,10.778977123006351
26.0,48000,RENT,4.0,MEDICAL,A,24000,10.99,1,0.5,N,3,10.778977123006351
21.0,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2,10.713639688348616
25.0,52000,RENT,4.0,PERSONAL,B,24000,10.74,1,0.46,N,2,10.859018228147887
22.0,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3,9.761520681090504
24.0,47000,RENT,3.0,PERSONAL,F,24000,17.8,1,0.51,N,2,10.757924157061597
22.0,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2,9.76428295481558
22.0,49000,RENT,2.0,MEDICAL,E,24000,17.56,1,0.49,N,4,10.799595985047786
26.0,60000,RENT,0.0,PERSONAL,A,24000,7.9,1,0.4,N,4,11.002116507732017
25.0,60000,RENT,3.0,PERSONAL,B,24000,10.99,1,0.4,N,4,11.002116507732017
22.0,60000,RENT,0.0,PERSONAL,A,24000,7.29,1,0.4,N,3,11.002116507732017
21.0,60000,RENT,5.0,MEDICAL,B,24000,10.75,1,0.4,N,2,11.002116507732017
26.0,62004,RENT,9.0,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,11.034970305936874
22.0,62400,RENT,3.0,EDUCATION,D,24000,14.84,1,0.38,N,2,11.041336579870135
26.0,65000,RENT,10.0,DEBTCONSOLIDATION,A,24000,10.99,1,0.37,N,2,11.082157933374816
22.0,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3,9.784760321267326
23.0,59000,RENT,5.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,10.985309671896763
23.0,66000,RENT,6.0,VENTURE,A,24000,10.99,1,0.36,N,4,11.097425172408931
24.0,60000,RENT,0.0,VENTURE,D,24000,14.96,1,0.4,N,4,11.002116507732017
25.0,66143,RENT,9.0,EDUCATION,A,24000,6.99,1,0.36,N,3,11.099589462481495
22.0,62250,RENT,3.0,PERSONAL,E,24000,16.45,1,0.39,Y,4,11.038929878454953
24.0,70000,RENT,8.0,EDUCATION,B,24000,10.99,1,0.34,N,4,11.156264806643742
23.0,74000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,11.211833885608513
22.0,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4,9.798182590890704
22.0,75000,RENT,6.0,EDUCATION,B,24000,12.69,1,0.32,N,4,11.225256725762893
24.0,75000,RENT,9.0,MEDICAL,B,24000,10.37,1,0.32,N,3,11.225256725762893
24.0,75000,RENT,7.0,HOMEIMPROVEMENT,C,24000,10.99,1,0.32,N,3,11.225256725762893
26.0,69000,RENT,0.0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,11.141876276228
23.0,78000,RENT,4.0,PERSONAL,C,24000,13.92,1,0.31,N,3,11.264476926102367
22.0,18000,OWN,4.0,VENTURE,B,2000,11.49,0,0.11,N,3,9.798182590890704
24.0,80000,RENT,2.0,MEDICAL,B,24000,10.25,0,0.3,N,2,11.289794413577894
22.0,18000,OWN,1.0,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,9.798182590890704
23.0,18000,OWN,3.0,EDUCATION,A,4000,5.99,1,0.22,N,2,9.798182590890704
23.0,74700,RENT,6.0,PERSONAL,D,24000,12.92,1,0.32,N,2,11.221248757912162
26.0,88596,RENT,3.0,PERSONAL,B,24000,11.58,0,0.27,N,3,11.39185327597476
25.0,95000,RENT,4.0,EDUCATION,A,24000,8.9,0,0.25,N,2,11.461642696843066
22.0,83000,RENT,6.0,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,11.326607934898927
25.0,95000,RENT,9.0,VENTURE,A,24000,6.54,0,0.25,N,4,11.461642696843066
21.0,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,9.798182590890704
21.0,18000,OWN,4.0,EDUCATION,B,5000,11.11,1,0.28,N,2,9.798182590890704
26.0,100000,RENT,5.0,PERSONAL,C,24000,12.73,0,0.24,N,4,11.51293546492023
24.0,110000,RENT,7.0,VENTURE,D,24000,15.62,0,0.22,N,4,11.608244735642321
24.0,18000,OWN,0.0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,9.798182590890704
22.0,98000,RENT,7.0,DEBTCONSOLIDATION,F,24000,10.99,1,0.24,Y,2,11.49273296168228
26.0,103872,RENT,6.0,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,11.550924278061439
22.0,120000,RENT,4.0,EDUCATION,B,24000,9.91,0,0.2,N,4,11.695255355062795
24.0,120000,RENT,1.0,VENTURE,B,24000,12.69,0,0.2,N,4,11.695255355062795
26.0,108000,RENT,9.0,EDUCATION,G,24000,20.16,1,0.22,N,3,11.58989576532275
24.0,124080,RENT,4.0,PERSONAL,D,24000,16.49,0,0.19,Y,4,11.728689857134514
23.0,18000,MORTGAGE,1.0,MEDICAL,D,2500,15.95,1,0.14,N,2,9.798182590890704
24.0,130000,RENT,7.0,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,11.775297421715827
25.0,135000,RENT,8.0,PERSONAL,B,24000,10.99,0,0.18,N,2,11.813037464800539
24.0,135000,RENT,4.0,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,11.813037464800539
23.0,114750,RENT,2.0,MEDICAL,G,24000,20.03,1,0.18,Y,3,11.650519842481769
23.0,150000,RENT,0.0,EDUCATION,A,24000,7.49,0,0.16,N,4,11.918397239722838
23.0,138000,RENT,7.0,DEBTCONSOLIDATION,D,24000,16.0,1,0.17,Y,2,11.835016210489899
24.0,18000,OWN,6.0,PERSONAL,A,13000,7.88,1,0.72,N,3,9.798182590890704
21.0,18000,OWN,0.0,VENTURE,B,6250,10.62,1,0.35,N,4,9.798182590890704
26.0,155000,RENT,7.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,11.951186847493476
26.0,148000,RENT,1.0,EDUCATION,F,24000,18.3,1,0.16,N,2,11.904974309480183
26.0,170000,RENT,3.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.14,Y,2,12.04355959836804
21.0,18000,OWN,1.0,PERSONAL,B,2500,11.36,0,0.14,N,3,9.798182590890704
24.0,43896,RENT,8.0,HOMEIMPROVEMENT,B,23975,10.99,1,0.55,N,2,10.689601259598334
23.0,120000,RENT,4.0,MEDICAL,C,23750,13.47,0,0.2,N,2,11.695255355062795
24.0,54996,RENT,2.0,PERSONAL,B,23600,11.89,1,0.43,N,3,10.915033917272405
24.0,18000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,9.798182590890704
25.0,102000,RENT,9.0,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,11.532737896139919
23.0,75000,RENT,3.0,PERSONAL,E,23575,14.5,1,0.31,N,4,11.225256725762893
22.0,18000,OWN,2.0,MEDICAL,C,4000,10.99,1,0.22,N,2,9.798182590890704
22.0,18000,OWN,1.0,MEDICAL,D,5400,15.31,1,0.3,Y,2,9.798182590890704
25.0,18000,MORTGAGE,1.0,MEDICAL,B,4000,10.99,1,0.22,N,3,9.798182590890704
21.0,18000,OWN,5.0,VENTURE,B,3375,10.99,1,0.19,N,2,9.798182590890704
22.0,66960,RENT,1.0,VENTURE,A,23400,7.49,1,0.35,N,2,11.11186563934097
22.0,43385,RENT,7.0,PERSONAL,C,23000,10.99,1,0.53,N,3,10.677892087403007
25.0,56544,RENT,3.0,EDUCATION,B,23000,10.99,1,0.41,N,2,10.942792060305427
23.0,60000,RENT,2.0,VENTURE,B,23000,12.18,1,0.38,N,4,11.002116507732017
24.0,18000,MORTGAGE,3.0,VENTURE,C,1200,11.34,0,0.07,Y,4,9.798182590890704
25.0,63208,RENT,9.0,EDUCATION,B,23000,9.91,1,0.36,N,3,11.054201975059602
24.0,65000,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,11.082157933374816
23.0,68000,RENT,7.0,EDUCATION,B,23000,9.62,1,0.34,N,2,11.127277689932466
22.0,18000,OWN,1.0,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,9.798182590890704
25.0,80000,RENT,9.0,VENTURE,C,23000,10.99,0,0.29,N,2,11.289794413577894
24.0,88000,RENT,1.0,VENTURE,D,23000,14.54,1,0.26,N,2,11.385103457032141
22.0,58600,RENT,5.0,MEDICAL,B,22750,11.36,1,0.39,N,4,10.978507040265917
23.0,70000,RENT,7.0,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,11.156264806643742
24.0,18287,OWN,3.0,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,9.814000386034591
26.0,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,Y,2,11.154062414585958
24.0,73000,RENT,0.0,VENTURE,E,22400,16.7,1,0.31,Y,4,11.19822841866684
24.0,18500,MORTGAGE,8.0,PERSONAL,A,5000,9.32,1,0.27,N,3,9.825580063659602
23.0,35000,RENT,2.0,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,10.463131911491967
25.0,43000,RENT,9.0,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,10.668978650219241
25.0,52000,RENT,4.0,PERSONAL,B,22000,10.74,1,0.42,N,2,10.859018228147887
21.0,18701,MORTGAGE,0.0,PERSONAL,D,4200,14.11,1,0.22,Y,4,9.836385748995392
22.0,57000,RENT,6.0,EDUCATION,B,22000,9.63,1,0.39,N,3,10.950824090522445
25.0,58000,RENT,0.0,MEDICAL,C,22000,14.65,1,0.38,N,2,10.968215530759236
23.0,60000,RENT,6.0,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,11.002116507732017
24.0,60000,RENT,3.0,VENTURE,C,22000,14.26,1,0.37,Y,2,11.002116507732017
25.0,18840,MORTGAGE,5.0,EDUCATION,B,3000,9.91,1,0.16,N,2,9.843790625278
26.0,56000,RENT,7.0,MEDICAL,E,22000,17.19,1,0.39,N,3,10.933124826700707
22.0,70000,RENT,3.0,EDUCATION,B,22000,11.36,1,0.31,N,4,11.156264806643742
22.0,66000,RENT,1.0,EDUCATION,F,22000,10.99,1,0.33,N,2,11.097425172408931
23.0,74064,RENT,3.0,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,11.212698365016152
24.0,76597,RENT,5.0,EDUCATION,B,22000,9.25,0,0.29,N,2,11.246326245727245
22.0,19000,OWN,6.0,MEDICAL,A,3625,8.49,1,0.19,N,3,9.852246888342531
26.0,77000,RENT,0.0,VENTURE,A,22000,6.54,0,0.29,N,3,11.251573687764477
21.0,19000,OWN,5.0,MEDICAL,A,6000,8.49,1,0.32,N,3,9.852246888342531
24.0,80000,RENT,0.0,MEDICAL,A,22000,10.99,0,0.28,N,4,11.289794413577894
26.0,82600,RENT,10.0,VENTURE,B,22000,12.69,0,0.27,N,2,11.321777065973317
24.0,19000,OWN,3.0,MEDICAL,C,7400,13.85,1,0.39,N,2,9.852246888342531
25.0,19000,OWN,3.0,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,9.852246888342531
23.0,84000,RENT,3.0,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,11.338583982516495
25.0,77650,RENT,8.0,PERSONAL,B,22000,11.48,1,0.28,N,3,11.259979706793972
25.0,82000,RENT,1.0,EDUCATION,E,22000,17.51,1,0.27,N,2,11.314486721293981
21.0,19012,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,9.852878234709586
23.0,99996,RENT,3.0,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,11.51289546452022
23.0,110000,RENT,0.0,PERSONAL,B,22000,10.99,0,0.2,N,3,11.608244735642321
22.0,19200,MORTGAGE,6.0,PERSONAL,B,4950,11.71,1,0.26,N,2,9.862717639992917
25.0,57000,RENT,4.0,PERSONAL,B,21700,11.99,1,0.38,N,2,10.950824090522445
24.0,54000,RENT,5.0,VENTURE,C,21600,13.49,1,0.4,N,2,10.896757843893464
23.0,56000,RENT,8.0,MEDICAL,G,21600,21.21,1,0.39,Y,4,10.933124826700707
26.0,63000,RENT,2.0,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,11.050905878263567
22.0,82000,RENT,3.0,PERSONAL,C,21600,13.61,0,0.26,Y,3,11.314486721293981
22.0,78000,RENT,6.0,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,11.264476926102367
22.0,19200,OWN,0.0,VENTURE,B,2400,10.59,0,0.13,N,3,9.862717639992917
24.0,112140,RENT,8.0,MEDICAL,A,21600,7.9,0,0.19,N,2,11.627512287062551
24.0,19200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,9.862717639992917
25.0,19200,OWN,4.0,EDUCATION,B,3000,11.99,1,0.16,N,4,9.862717639992917
24.0,59000,RENT,5.0,MEDICAL,D,21500,16.89,1,0.36,N,3,10.985309671896763
24.0,70000,RENT,5.0,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,11.156264806643742
24.0,116000,RENT,5.0,EDUCATION,D,21500,15.33,0,0.19,Y,3,11.661354090741
